ticket_id,customer_id,category,subcategory,description,created_at,sla_due_at,status,assigned_to,resolution_notes
11590,2163,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-06-03 22:00:00,2026-06-05 22:00:00,InProgress,Team C,
11591,2551,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-09-10 14:00:00,2025-09-13 14:00:00,Closed,KYC Cell,Resolved after investigation.
11592,2606,Network,Call Drop,Call Drop issue reported by customer.,2025-10-14 21:00:00,2025-10-15 21:00:00,Closed,KYC Cell,Resolved after investigation.
11593,2470,SIM,SIM Not Working,,2026-06-14 19:00:00,2026-06-15 19:00:00,Open,Network Ops,
11594,2167,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-02-25 01:00:00,2026-02-27 01:00:00,Closed,Billing Desk,Resolved after investigation.
11595,1638,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-06 15:00:00,2025-12-08 15:00:00,Closed,Team A,Resolved after investigation.
11596,2576,Network,Slow Data,,2025-08-17 01:00:00,2025-08-19 01:00:00,Open,Network Ops,
11597,2758,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-04 14:00:00,2026-05-05 14:00:00,Closed,KYC Cell,Resolved after investigation.
11598,1954,Recharge,Recharge Failed,,2025-10-20 09:00:00,2025-10-23 09:00:00,InProgress,KYC Cell,
11599,2789,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-03-20 04:00:00,2026-03-22 04:00:00,InProgress,Team B,
11600,2115,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-10 19:00:00,2026-05-12 19:00:00,Open,,
11601,1034,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-03-23 22:00:00,2026-03-24 22:00:00,Open,Team B,
11602,1189,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-02-22 20:00:00,2026-02-23 20:00:00,InProgress,Network Ops,
11603,1403,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-04-08 15:00:00,2026-04-11 15:00:00,Closed,Team C,Resolved after investigation.
11604,2761,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-16 19:00:00,2026-01-18 19:00:00,Closed,,Resolved after investigation.
11605,1338,Roaming,Activation Issue,,2026-04-07 23:00:00,2026-04-10 23:00:00,Open,Network Ops,
11606,2476,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-10 09:00:00,2026-07-13 09:00:00,InProgress,Team B,
11607,2778,Network,No Signal,,2025-09-12 12:00:00,2025-09-13 12:00:00,Closed,KYC Cell,Resolved after investigation.
11608,1823,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-09-27 19:00:00,2025-09-28 19:00:00,InProgress,Network Ops,
11609,1678,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-03-06 02:00:00,2026-03-07 02:00:00,Open,Team B,
11610,1375,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-02 21:00:00,2026-02-04 21:00:00,Closed,Team B,Resolved after investigation.
11611,1875,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-09-24 14:00:00,2025-09-26 14:00:00,Open,KYC Cell,
11612,2124,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-08-06 04:00:00,2026-08-08 04:00:00,InProgress,Billing Desk,
11613,1735,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-14 22:00:00,2026-01-16 22:00:00,Open,Team A,
11614,1459,SIM,,SIM issue reported by customer.,2026-07-09 23:00:00,2026-07-12 23:00:00,Closed,Network Ops,Resolved after investigation.
11615,1660,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-12-08 09:00:00,2025-12-11 09:00:00,Closed,Team B,Resolved after investigation.
11616,2468,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-15 08:00:00,2025-10-16 08:00:00,InProgress,Team C,
11617,1983,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-10-09 15:00:00,2025-10-11 15:00:00,InProgress,Network Ops,
11618,2764,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-28 12:00:00,2026-07-01 12:00:00,Closed,KYC Cell,Resolved after investigation.
11619,1683,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-09-11 16:00:00,2025-09-14 16:00:00,Open,Team C,
11620,1446,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-02-26 05:00:00,2026-03-01 05:00:00,Open,Team C,
11621,2455,Network,Slow Data,Slow Data issue reported by customer.,2025-12-17 18:00:00,2025-12-20 18:00:00,Open,KYC Cell,
11622,1123,Billing,GST Query,GST Query issue reported by customer.,2026-04-16 00:00:00,2026-04-19 00:00:00,InProgress,Team A,
11623,1499,Recharge,Recharge Failed,,2026-08-06 21:00:00,2026-08-08 21:00:00,Closed,KYC Cell,
11624,2543,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-29 19:00:00,2026-06-30 19:00:00,Open,Team C,
11625,1444,Billing,High Bill,High Bill issue reported by customer.,2026-05-09 19:00:00,2026-05-11 19:00:00,Closed,Billing Desk,Resolved after investigation.
11626,1718,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-04 12:00:00,2026-06-05 12:00:00,Closed,,Resolved after investigation.
11627,1763,Recharge,Recharge Failed,,2025-11-17 19:00:00,2025-11-19 19:00:00,InProgress,Team B,
11628,2456,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-03-17 18:00:00,2026-03-20 18:00:00,Closed,Team B,Resolved after investigation.
11629,2299,Network,Call Drop,Call Drop issue reported by customer.,2025-11-23 20:00:00,2025-11-25 20:00:00,Closed,Billing Desk,Resolved after investigation.
11630,2190,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-09 17:00:00,2026-05-10 17:00:00,Closed,Team B,Resolved after investigation.
11631,2007,Network,No Signal,No Signal issue reported by customer.,2026-01-01 13:00:00,2026-01-03 13:00:00,Closed,Team A,Resolved after investigation.
11632,1455,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-16 03:00:00,2026-04-18 03:00:00,Closed,KYC Cell,Resolved after investigation.
11633,2140,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-19 17:00:00,2026-05-20 17:00:00,Closed,KYC Cell,Resolved after investigation.
11634,1819,Network,,Network issue reported by customer.,2025-10-23 01:00:00,2025-10-24 01:00:00,InProgress,Network Ops,
11635,2707,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-29 06:00:00,2025-10-01 06:00:00,Closed,Team A,
11636,1014,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-06-12 17:00:00,2026-06-15 17:00:00,Closed,Network Ops,Resolved after investigation.
11637,1538,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-10-25 07:00:00,2025-10-27 07:00:00,Open,Team B,
11638,1479,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-08-12 18:00:00,2025-08-13 18:00:00,Closed,Team B,Resolved after investigation.
11639,2543,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-29 12:00:00,2025-12-01 12:00:00,Open,Team A,
11640,2532,Network,No Signal,No Signal issue reported by customer.,2025-08-28 06:00:00,2025-08-29 06:00:00,Closed,,Resolved after investigation.
11641,1794,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-03-26 23:00:00,2026-03-29 23:00:00,InProgress,KYC Cell,
11642,2085,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-08-05 02:00:00,2026-08-06 02:00:00,Open,Network Ops,
11643,1002,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-01-09 05:00:00,2026-01-12 05:00:00,Closed,Network Ops,Resolved after investigation.
11644,2480,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-03 16:00:00,2026-02-04 16:00:00,Closed,Network Ops,Resolved after investigation.
11645,2451,Network,Slow Data,Slow Data issue reported by customer.,2025-10-17 10:00:00,2025-10-19 10:00:00,InProgress,Team C,
11646,2753,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-04 11:00:00,2025-09-07 11:00:00,Open,Team C,
11647,2779,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-04-27 03:00:00,2026-04-29 03:00:00,Closed,Billing Desk,
11648,1256,Billing,GST Query,GST Query issue reported by customer.,2026-04-09 04:00:00,2026-04-10 04:00:00,InProgress,KYC Cell,
11649,1868,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-09-03 06:00:00,2025-09-04 06:00:00,InProgress,Team C,
11650,1052,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-23 12:00:00,2025-12-25 12:00:00,Closed,,Resolved after investigation.
11651,2131,Network,Slow Data,Slow Data issue reported by customer.,2026-03-03 15:00:00,2026-03-05 15:00:00,Open,KYC Cell,
11652,2801,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-25 23:00:00,2026-04-26 23:00:00,Closed,Billing Desk,Resolved after investigation.
11653,1021,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-12-26 00:00:00,2025-12-27 00:00:00,Closed,Team C,Resolved after investigation.
11654,1766,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-15 11:00:00,2025-11-17 11:00:00,Closed,Team B,Resolved after investigation.
11655,2281,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-12-19 23:00:00,2025-12-21 23:00:00,Closed,Billing Desk,
11656,1719,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-02-19 06:00:00,2026-02-21 06:00:00,Closed,Billing Desk,Resolved after investigation.
11657,2262,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-17 12:00:00,2026-01-19 12:00:00,InProgress,,
11658,2763,Roaming,Billing Query,Billing Query issue reported by customer.,2026-05-21 08:00:00,2026-05-24 08:00:00,Closed,Team B,Resolved after investigation.
11659,2714,KYC,,KYC issue reported by customer.,2025-11-15 14:00:00,2025-11-17 14:00:00,Closed,Team B,Resolved after investigation.
11660,2488,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-03-11 12:00:00,2026-03-13 12:00:00,Closed,Team A,Resolved after investigation.
11661,2653,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-20 04:00:00,2026-05-21 04:00:00,Open,Team A,
11662,1066,Billing,GST Query,GST Query issue reported by customer.,2026-05-14 02:00:00,2026-05-15 02:00:00,Closed,Team B,Resolved after investigation.
11663,2125,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-02-07 16:00:00,2026-02-10 16:00:00,Closed,,Resolved after investigation.
11664,1841,Billing,High Bill,High Bill issue reported by customer.,2025-11-30 09:00:00,2025-12-01 09:00:00,Closed,Team A,Resolved after investigation.
11665,2712,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-09-06 16:00:00,2025-09-08 16:00:00,Closed,,Resolved after investigation.
11666,1787,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-12-17 16:00:00,2025-12-20 16:00:00,Closed,Team A,Resolved after investigation.
11667,1353,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-02-25 04:00:00,2026-02-28 04:00:00,Closed,Network Ops,Resolved after investigation.
11668,1421,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-02-12 09:00:00,2026-02-13 09:00:00,Open,Network Ops,
11669,2449,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-14 03:00:00,2026-03-15 03:00:00,InProgress,Team B,
11670,2578,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-03 09:00:00,2026-02-05 09:00:00,Closed,Team A,Resolved after investigation.
11671,1182,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-10-30 17:00:00,2025-10-31 17:00:00,Closed,Team A,Resolved after investigation.
11672,2105,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-09-10 22:00:00,2025-09-11 22:00:00,Closed,,Resolved after investigation.
11673,2334,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-08-09 16:00:00,2025-08-11 16:00:00,Closed,KYC Cell,Resolved after investigation.
11674,2107,Billing,GST Query,GST Query issue reported by customer.,2026-05-02 21:00:00,2026-05-05 21:00:00,Open,Team C,
11675,2017,SIM,Activation Delay,,2026-03-26 18:00:00,2026-03-28 18:00:00,Closed,Team C,Resolved after investigation.
11676,1517,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-07-01 02:00:00,2026-07-04 02:00:00,Open,KYC Cell,
11677,1086,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-03-08 02:00:00,2026-03-10 02:00:00,Closed,Team B,Resolved after investigation.
11678,1906,Network,No Signal,No Signal issue reported by customer.,2026-07-25 10:00:00,2026-07-28 10:00:00,Closed,Team B,Resolved after investigation.
11679,2296,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-09-20 02:00:00,2025-09-23 02:00:00,InProgress,Team B,
11680,2275,Network,Call Drop,Call Drop issue reported by customer.,2025-11-13 00:00:00,2025-11-14 00:00:00,Closed,Network Ops,Resolved after investigation.
11681,1740,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-03-01 14:00:00,2026-03-02 14:00:00,Closed,KYC Cell,Resolved after investigation.
11682,2469,Recharge,Recharge Failed,,2026-07-06 09:00:00,2026-07-09 09:00:00,Closed,Team B,Resolved after investigation.
11683,1427,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-26 20:00:00,2025-10-27 20:00:00,Open,Team B,
11684,1730,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-10-08 18:00:00,2025-10-11 18:00:00,Closed,Team C,Resolved after investigation.
11685,1484,Network,Slow Data,Slow Data issue reported by customer.,2025-08-31 12:00:00,2025-09-02 12:00:00,InProgress,Network Ops,
11686,2094,Billing,High Bill,High Bill issue reported by customer.,2026-01-11 18:00:00,2026-01-12 18:00:00,Closed,Network Ops,Resolved after investigation.
11687,2551,Network,Slow Data,Slow Data issue reported by customer.,2025-11-11 11:00:00,2025-11-14 11:00:00,InProgress,KYC Cell,
11688,1591,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-25 10:00:00,2026-06-27 10:00:00,Closed,Team A,Resolved after investigation.
11689,1570,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-26 10:00:00,2025-12-28 10:00:00,Closed,,Resolved after investigation.
11690,2512,Roaming,,Roaming issue reported by customer.,2026-07-15 08:00:00,2026-07-18 08:00:00,InProgress,Team C,
11691,2389,Roaming,Billing Query,Billing Query issue reported by customer.,2026-01-14 19:00:00,2026-01-16 19:00:00,Closed,Network Ops,Resolved after investigation.
11692,1169,Roaming,Billing Query,,2025-10-22 12:00:00,2025-10-23 12:00:00,Closed,,Resolved after investigation.
11693,1737,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-09 09:00:00,2026-06-10 09:00:00,Closed,Network Ops,Resolved after investigation.
11694,2361,Network,Slow Data,Slow Data issue reported by customer.,2025-10-02 11:00:00,2025-10-05 11:00:00,InProgress,Network Ops,
11695,1331,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-01-10 21:00:00,2026-01-13 21:00:00,Closed,Billing Desk,Resolved after investigation.
11696,1257,Network,,Network issue reported by customer.,2025-09-12 15:00:00,2025-09-14 15:00:00,InProgress,Network Ops,
11697,2773,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-15 19:00:00,2026-06-16 19:00:00,Closed,Network Ops,Resolved after investigation.
11698,2450,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-11 10:00:00,2026-01-13 10:00:00,Open,KYC Cell,
11699,2496,Billing,,,2026-03-20 17:00:00,2026-03-21 17:00:00,Closed,Billing Desk,Resolved after investigation.
11700,2265,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-07-18 08:00:00,2026-07-21 08:00:00,Closed,Billing Desk,
11701,1433,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-16 04:00:00,2025-12-18 04:00:00,Closed,Network Ops,Resolved after investigation.
11702,2036,Billing,High Bill,High Bill issue reported by customer.,2026-06-16 02:00:00,2026-06-19 02:00:00,Open,Team B,
11703,1803,SIM,Replacement Request,,2026-05-26 06:00:00,2026-05-28 06:00:00,Closed,,Resolved after investigation.
11704,1823,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-06-07 13:00:00,2026-06-10 13:00:00,Closed,Team B,Resolved after investigation.
11705,2727,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-11 08:00:00,2026-02-14 08:00:00,Open,KYC Cell,
11706,2355,Network,Slow Data,Slow Data issue reported by customer.,2026-03-15 16:00:00,2026-03-17 16:00:00,InProgress,KYC Cell,
